fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color,is_red,high_quality
8.9000000000000004,0.22,0.47999999999999998,1.8,0.076999999999999999,29.0,60.0,0.99680000000000002,3.3900000000000001,0.53000000000000003,9.4000000000000004,6,red,1.0,0.0
7.5999999999999996,0.39000000000000001,0.31,2.2999999999999998,0.08199999999999999,23.0,71.0,0.99819999999999998,3.52,0.65000000000000002,9.6999999999999993,5,red,1.0,0.0
7.9000000000000004,0.42999999999999999,0.20999999999999999,1.6000000000000001,0.106,10.0,37.0,0.99660000000000004,3.1699999999999999,0.91000000000000003,9.5,5,red,1.0,0.0
8.5,0.48999999999999999,0.11,2.2999999999999998,0.084000000000000005,9.0,67.0,0.99680000000000002,3.1699999999999999,0.53000000000000003,9.4000000000000004,5,red,1.0,0.0
6.9000000000000004,0.40000000000000002,0.14000000000000001,2.3999999999999999,0.085000000000000006,21.0,40.0,0.99680000000000002,3.4300000000000002,0.63,9.6999999999999993,6,red,1.0,0.0
6.2999999999999998,0.39000000000000001,0.16,1.3999999999999999,0.080000000000000002,11.0,23.0,0.99550000000000005,3.3399999999999999,0.56000000000000005,9.3000000000000007,5,red,1.0,0.0
7.5999999999999996,0.40999999999999998,0.23999999999999999,1.8,0.080000000000000002,4.0,11.0,0.99619999999999997,3.2799999999999998,0.58999999999999997,9.5,5,red,1.0,0.0
7.9000000000000004,0.42999999999999999,0.20999999999999999,1.6000000000000001,0.106,10.0,37.0,0.99660000000000004,3.1699999999999999,0.91000000000000003,9.5,5,red,1.0,0.0
7.0999999999999996,0.70999999999999996,0.0,1.8999999999999999,0.080000000000000002,14.0,35.0,0.99719999999999998,3.4700000000000002,0.55000000000000004,9.4000000000000004,5,red,1.0,0.0
7.7999999999999998,0.64500000000000002,0.0,2.0,0.08199999999999999,8.0,16.0,0.99639999999999995,3.3799999999999999,0.58999999999999997,9.8000000000000007,6,red,1.0,0.0
6.7000000000000002,0.67500000000000004,0.070000000000000007,2.3999999999999999,0.08900000000000001,17.0,82.0,0.99580000000000002,3.3500000000000001,0.54000000000000004,10.1,5,red,1.0,0.0
6.9000000000000004,0.68500000000000005,0.0,2.5,0.105,22.0,37.0,0.99660000000000004,3.46,0.56999999999999995,10.6,6,red,1.0,0.0
8.3000000000000007,0.65500000000000003,0.12,2.2999999999999998,0.083000000000000004,15.0,113.0,0.99660000000000004,3.1699999999999999,0.66000000000000003,9.8000000000000007,5,red,1.0,0.0
6.9000000000000004,0.60499999999999998,0.12,10.699999999999999,0.072999999999999995,40.0,83.0,0.99929999999999997,3.4500000000000002,0.52000000000000002,9.4000000000000004,6,red,1.0,0.0
5.2000000000000002,0.32000000000000001,0.25,1.8,0.10300000000000001,13.0,50.0,0.99570000000000003,3.3799999999999999,0.55000000000000004,9.1999999999999993,5,red,1.0,0.0
7.7999999999999998,0.64500000000000002,0.0,5.5,0.085999999999999993,5.0,18.0,0.99860000000000004,3.3999999999999999,0.55000000000000004,9.5999999999999996,6,red,1.0,0.0
7.7999999999999998,0.59999999999999998,0.14000000000000001,2.3999999999999999,0.085999999999999993,3.0,15.0,0.99750000000000005,3.4199999999999999,0.59999999999999998,10.800000000000001,6,red,1.0,0.0
8.0999999999999996,0.38,0.28000000000000003,2.1000000000000001,0.066000000000000003,13.0,30.0,0.99680000000000002,3.23,0.72999999999999998,9.6999999999999993,7,red,1.0,1.0
5.7000000000000002,1.1299999999999999,0.089999999999999997,1.5,0.17199999999999999,7.0,19.0,0.99400000000000011,3.5,0.47999999999999998,9.8000000000000007,4,red,1.0,0.0
7.2999999999999998,0.45000000000000001,0.35999999999999999,5.9000000000000004,0.07400000000000001,12.0,87.0,0.99780000000000002,3.3300000000000001,0.82999999999999996,10.5,5,red,1.0,0.0
7.2999999999999998,0.45000000000000001,0.35999999999999999,5.9000000000000004,0.07400000000000001,12.0,87.0,0.99780000000000002,3.3300000000000001,0.82999999999999996,10.5,5,red,1.0,0.0
8.8000000000000007,0.60999999999999999,0.29999999999999999,2.7999999999999998,0.088000000000000009,17.0,46.0,0.99760000000000004,3.2599999999999998,0.51000000000000001,9.3000000000000007,4,red,1.0,0.0
7.5,0.48999999999999999,0.20000000000000001,2.6000000000000001,0.33200000000000002,8.0,14.0,0.99680000000000002,3.21,0.90000000000000002,10.5,6,red,1.0,0.0
8.0999999999999996,0.66000000000000003,0.22,2.2000000000000002,0.069000000000000006,9.0,23.0,0.99680000000000002,3.2999999999999998,1.2,10.300000000000001,5,red,1.0,0.0
6.7999999999999998,0.67000000000000004,0.02,1.8,0.050000000000000003,5.0,11.0,0.99619999999999997,3.48,0.52000000000000002,9.5,5,red,1.0,0.0
4.5999999999999996,0.52000000000000002,0.14999999999999999,2.1000000000000001,0.054000000000000006,8.0,65.0,0.99339999999999995,3.8999999999999999,0.56000000000000005,13.1,4,red,1.0,0.0
7.7000000000000002,0.93500000000000005,0.42999999999999999,2.2000000000000002,0.114,22.0,114.0,0.997,3.25,0.72999999999999998,9.1999999999999993,5,red,1.0,0.0
8.6999999999999993,0.28999999999999998,0.52000000000000002,1.6000000000000001,0.113,12.0,37.0,0.99690000000000001,3.25,0.57999999999999996,9.5,5,red,1.0,0.0
6.4000000000000004,0.40000000000000002,0.23000000000000001,1.6000000000000001,0.066000000000000003,5.0,12.0,0.99580000000000002,3.3399999999999999,0.56000000000000005,9.1999999999999993,5,red,1.0,0.0
5.5999999999999996,0.31,0.37,1.3999999999999999,0.07400000000000001,12.0,96.0,0.99539999999999995,3.3199999999999998,0.57999999999999996,9.1999999999999993,5,red,1.0,0.0
8.8000000000000007,0.66000000000000003,0.26000000000000001,1.7,0.07400000000000001,4.0,23.0,0.99709999999999999,3.1499999999999999,0.73999999999999999,9.1999999999999993,5,red,1.0,0.0
6.5999999999999996,0.52000000000000002,0.040000000000000001,2.2000000000000002,0.069000000000000006,8.0,15.0,0.99560000000000004,3.3999999999999999,0.63,9.4000000000000004,6,red,1.0,0.0
6.5999999999999996,0.5,0.040000000000000001,2.1000000000000001,0.068000000000000005,6.0,14.0,0.99550000000000005,3.3900000000000001,0.64000000000000001,9.4000000000000004,6,red,1.0,0.0
8.5999999999999996,0.38,0.35999999999999999,3.0,0.081000000000000003,30.0,119.0,0.997,3.2000000000000002,0.56000000000000005,9.4000000000000004,5,red,1.0,0.0
7.5999999999999996,0.51000000000000001,0.14999999999999999,2.7999999999999998,0.11,33.0,73.0,0.99550000000000005,3.1699999999999999,0.63,10.199999999999999,6,red,1.0,0.0
7.7000000000000002,0.62,0.040000000000000001,3.7999999999999998,0.084000000000000005,25.0,45.0,0.99780000000000002,3.3399999999999999,0.53000000000000003,9.5,5,red,1.0,0.0
10.199999999999999,0.41999999999999998,0.56999999999999995,3.3999999999999999,0.070000000000000007,4.0,10.0,0.99709999999999999,3.04,0.63,9.5999999999999996,5,red,1.0,0.0
7.5,0.63,0.12,5.0999999999999996,0.111,50.0,110.0,0.99829999999999997,3.2599999999999998,0.77000000000000002,9.4000000000000004,5,red,1.0,0.0
7.7999999999999998,0.58999999999999997,0.17999999999999999,2.2999999999999998,0.075999999999999998,17.0,54.0,0.99750000000000005,3.4300000000000002,0.58999999999999997,10.0,5,red,1.0,0.0
7.2999999999999998,0.39000000000000001,0.31,2.3999999999999999,0.07400000000000001,9.0,46.0,0.99619999999999997,3.4100000000000001,0.54000000000000004,9.4000000000000004,6,red,1.0,0.0
8.8000000000000007,0.40000000000000002,0.40000000000000002,2.2000000000000002,0.079000000000000001,19.0,52.0,0.998,3.4399999999999999,0.64000000000000001,9.1999999999999993,5,red,1.0,0.0
7.7000000000000002,0.68999999999999995,0.48999999999999999,1.8,0.115,20.0,112.0,0.99680000000000002,3.21,0.70999999999999996,9.3000000000000007,5,red,1.0,0.0
7.5,0.52000000000000002,0.16,1.8999999999999999,0.085000000000000006,12.0,35.0,0.99680000000000002,3.3799999999999999,0.62,9.5,7,red,1.0,1.0
7.0,0.73499999999999999,0.050000000000000003,2.0,0.081000000000000003,13.0,54.0,0.99660000000000004,3.3900000000000001,0.56999999999999995,9.8000000000000007,5,red,1.0,0.0
7.2000000000000002,0.72499999999999998,0.050000000000000003,4.6500000000000004,0.085999999999999993,4.0,11.0,0.99619999999999997,3.4100000000000001,0.39000000000000001,10.9,5,red,1.0,0.0
7.2000000000000002,0.72499999999999998,0.050000000000000003,4.6500000000000004,0.085999999999999993,4.0,11.0,0.99619999999999997,3.4100000000000001,0.39000000000000001,10.9,5,red,1.0,0.0
7.5,0.52000000000000002,0.11,1.5,0.079000000000000001,11.0,39.0,0.99680000000000002,3.4199999999999999,0.57999999999999996,9.5999999999999996,5,red,1.0,0.0
6.5999999999999996,0.70499999999999996,0.070000000000000007,1.6000000000000001,0.075999999999999998,6.0,15.0,0.99619999999999997,3.4399999999999999,0.57999999999999996,10.699999999999999,5,red,1.0,0.0
9.3000000000000007,0.32000000000000001,0.56999999999999995,2.0,0.07400000000000001,27.0,65.0,0.99690000000000001,3.2799999999999998,0.79000000000000004,10.699999999999999,5,red,1.0,0.0
8.0,0.70499999999999996,0.050000000000000003,1.8999999999999999,0.07400000000000001,8.0,19.0,0.99619999999999997,3.3399999999999999,0.94999999999999996,10.5,6,red,1.0,0.0
7.7000000000000002,0.63,0.080000000000000002,1.8999999999999999,0.075999999999999998,15.0,27.0,0.99670000000000003,3.3199999999999998,0.54000000000000004,9.5,6,red,1.0,0.0
7.7000000000000002,0.67000000000000004,0.23000000000000001,2.1000000000000001,0.088000000000000009,17.0,96.0,0.99619999999999997,3.3199999999999998,0.47999999999999998,9.5,5,red,1.0,0.0
7.7000000000000002,0.68999999999999995,0.22,1.8999999999999999,0.084000000000000005,18.0,94.0,0.99609999999999999,3.3100000000000001,0.47999999999999998,9.5,5,red,1.0,0.0
8.3000000000000007,0.67500000000000004,0.26000000000000001,2.1000000000000001,0.084000000000000005,11.0,43.0,0.99760000000000004,3.3100000000000001,0.53000000000000003,9.1999999999999993,4,red,1.0,0.0
9.6999999999999993,0.32000000000000001,0.54000000000000004,2.5,0.094,28.0,83.0,0.99839999999999995,3.2799999999999998,0.81999999999999995,9.5999999999999996,5,red,1.0,0.0
8.8000000000000007,0.40999999999999998,0.64000000000000001,2.2000000000000002,0.093000000000000013,9.0,42.0,0.99860000000000004,3.54,0.66000000000000003,10.5,5,red,1.0,0.0
8.8000000000000007,0.40999999999999998,0.64000000000000001,2.2000000000000002,0.093000000000000013,9.0,42.0,0.99860000000000004,3.54,0.66000000000000003,10.5,5,red,1.0,0.0
6.7999999999999998,0.78500000000000003,0.0,2.3999999999999999,0.10400000000000001,14.0,30.0,0.99660000000000004,3.52,0.55000000000000004,10.699999999999999,6,red,1.0,0.0
6.7000000000000002,0.75,0.12,2.0,0.085999999999999993,12.0,80.0,0.99580000000000002,3.3799999999999999,0.52000000000000002,10.1,5,red,1.0,0.0
8.3000000000000007,0.625,0.20000000000000001,1.5,0.080000000000000002,27.0,119.0,0.99719999999999998,3.1600000000000001,1.1200000000000001,9.0999999999999996,4,red,1.0,0.0
6.2000000000000002,0.45000000000000001,0.20000000000000001,1.6000000000000001,0.069000000000000006,3.0,15.0,0.99580000000000002,3.4100000000000001,0.56000000000000005,9.1999999999999993,5,red,1.0,0.0
7.7999999999999998,0.42999999999999999,0.69999999999999996,1.8999999999999999,0.46399999999999997,22.0,67.0,0.99739999999999995,3.1299999999999999,1.28,9.4000000000000004,5,red,1.0,0.0
7.4000000000000004,0.5,0.46999999999999997,2.0,0.085999999999999993,21.0,73.0,0.997,3.3599999999999999,0.56999999999999995,9.0999999999999996,5,red,1.0,0.0
7.2999999999999998,0.67000000000000004,0.26000000000000001,1.8,0.40100000000000002,16.0,51.0,0.99690000000000001,3.1600000000000001,1.1399999999999999,9.4000000000000004,5,red,1.0,0.0
6.2999999999999998,0.29999999999999999,0.47999999999999998,1.8,0.069000000000000006,18.0,61.0,0.99590000000000001,3.4399999999999999,0.78000000000000003,10.300000000000001,6,red,1.0,0.0
6.9000000000000004,0.55000000000000004,0.14999999999999999,2.2000000000000002,0.075999999999999998,19.0,40.0,0.99609999999999999,3.4100000000000001,0.58999999999999997,10.1,5,red,1.0,0.0
8.5999999999999996,0.48999999999999999,0.28000000000000003,1.8999999999999999,0.11,20.0,136.0,0.99719999999999998,2.9300000000000002,1.95,9.9000000000000004,6,red,1.0,0.0
7.7000000000000002,0.48999999999999999,0.26000000000000001,1.8999999999999999,0.062,9.0,31.0,0.99660000000000004,3.3900000000000001,0.64000000000000001,9.5999999999999996,5,red,1.0,0.0
9.3000000000000007,0.39000000000000001,0.44,2.1000000000000001,0.107,34.0,125.0,0.99780000000000002,3.1400000000000001,1.22,9.5,5,red,1.0,0.0
7.0,0.62,0.080000000000000002,1.8,0.075999999999999998,8.0,24.0,0.99780000000000002,3.48,0.53000000000000003,9.0,5,red,1.0,0.0
7.9000000000000004,0.52000000000000002,0.26000000000000001,1.8999999999999999,0.079000000000000001,42.0,140.0,0.99639999999999995,3.23,0.54000000000000004,9.5,5,red,1.0,0.0
8.5999999999999996,0.48999999999999999,0.28000000000000003,1.8999999999999999,0.11,20.0,136.0,0.99719999999999998,2.9300000000000002,1.95,9.9000000000000004,6,red,1.0,0.0
8.5999999999999996,0.48999999999999999,0.28999999999999998,2.0,0.11,19.0,133.0,0.99719999999999998,2.9300000000000002,1.98,9.8000000000000007,5,red,1.0,0.0
7.7000000000000002,0.48999999999999999,0.26000000000000001,1.8999999999999999,0.062,9.0,31.0,0.99660000000000004,3.3900000000000001,0.64000000000000001,9.5999999999999996,5,red,1.0,0.0
5.0,1.02,0.040000000000000001,1.3999999999999999,0.044999999999999998,41.0,85.0,0.99380000000000002,3.75,0.47999999999999998,10.5,4,red,1.0,0.0
4.7000000000000002,0.59999999999999998,0.17000000000000001,2.2999999999999998,0.057999999999999996,17.0,106.0,0.99319999999999997,3.8500000000000001,0.59999999999999998,12.9,6,red,1.0,0.0
6.7999999999999998,0.77500000000000002,0.0,3.0,0.10199999999999999,8.0,23.0,0.99650000000000005,3.4500000000000002,0.56000000000000005,10.699999999999999,5,red,1.0,0.0
7.0,0.5,0.25,2.0,0.070000000000000007,3.0,22.0,0.99629999999999996,3.25,0.63,9.1999999999999993,5,red,1.0,0.0
7.5999999999999996,0.90000000000000002,0.059999999999999998,2.5,0.079000000000000001,5.0,10.0,0.99670000000000003,3.3900000000000001,0.56000000000000005,9.8000000000000007,5,red,1.0,0.0
8.0999999999999996,0.54500000000000004,0.17999999999999999,1.8999999999999999,0.080000000000000002,13.0,35.0,0.99719999999999998,3.2999999999999998,0.58999999999999997,9.0,6,red,1.0,0.0
8.3000000000000007,0.60999999999999999,0.29999999999999999,2.1000000000000001,0.084000000000000005,11.0,50.0,0.99719999999999998,3.3999999999999999,0.60999999999999999,10.199999999999999,6,red,1.0,0.0
7.7999999999999998,0.5,0.29999999999999999,1.8999999999999999,0.074999999999999997,8.0,22.0,0.99590000000000001,3.3100000000000001,0.56000000000000005,10.4,6,red,1.0,0.0
8.0999999999999996,0.54500000000000004,0.17999999999999999,1.8999999999999999,0.080000000000000002,13.0,35.0,0.99719999999999998,3.2999999999999998,0.58999999999999997,9.0,6,red,1.0,0.0
8.0999999999999996,0.57499999999999996,0.22,2.1000000000000001,0.076999999999999999,12.0,65.0,0.99670000000000003,3.29,0.51000000000000001,9.1999999999999993,5,red,1.0,0.0
7.2000000000000002,0.48999999999999999,0.23999999999999999,2.2000000000000002,0.070000000000000007,5.0,36.0,0.996,3.3300000000000001,0.47999999999999998,9.4000000000000004,5,red,1.0,0.0
8.0999999999999996,0.57499999999999996,0.22,2.1000000000000001,0.076999999999999999,12.0,65.0,0.99670000000000003,3.29,0.51000000000000001,9.1999999999999993,5,red,1.0,0.0
7.7999999999999998,0.40999999999999998,0.68000000000000005,1.7,0.46700000000000003,18.0,69.0,0.99729999999999996,3.0800000000000001,1.3100000000000001,9.3000000000000007,5,red,1.0,0.0
6.2000000000000002,0.63,0.31,1.7,0.088000000000000009,15.0,64.0,0.99690000000000001,3.46,0.79000000000000004,9.3000000000000007,5,red,1.0,0.0
8.0,0.33000000000000002,0.53000000000000003,2.5,0.090999999999999998,18.0,80.0,0.99760000000000004,3.3700000000000001,0.80000000000000004,9.5999999999999996,6,red,1.0,0.0
8.0999999999999996,0.78500000000000003,0.52000000000000002,2.0,0.122,37.0,153.0,0.99690000000000001,3.21,0.68999999999999995,9.3000000000000007,5,red,1.0,0.0
7.7999999999999998,0.56000000000000005,0.19,1.8,0.10400000000000001,12.0,47.0,0.99639999999999995,3.1899999999999999,0.93000000000000005,9.5,5,red,1.0,0.0
8.4000000000000004,0.62,0.089999999999999997,2.2000000000000002,0.084000000000000005,11.0,108.0,0.99639999999999995,3.1499999999999999,0.66000000000000003,9.8000000000000007,5,red,1.0,0.0
8.4000000000000004,0.59999999999999998,0.10000000000000001,2.2000000000000002,0.085000000000000006,14.0,111.0,0.99639999999999995,3.1499999999999999,0.66000000000000003,9.8000000000000007,5,red,1.0,0.0
10.1,0.31,0.44,2.2999999999999998,0.080000000000000002,22.0,46.0,0.99880000000000002,3.3199999999999998,0.67000000000000004,9.6999999999999993,6,red,1.0,0.0
7.7999999999999998,0.56000000000000005,0.19,1.8,0.10400000000000001,12.0,47.0,0.99639999999999995,3.1899999999999999,0.93000000000000005,9.5,5,red,1.0,0.0
9.4000000000000004,0.40000000000000002,0.31,2.2000000000000002,0.089999999999999997,13.0,62.0,0.99660000000000004,3.0699999999999998,0.63,10.5,6,red,1.0,0.0
8.3000000000000007,0.54000000000000004,0.28000000000000003,1.8999999999999999,0.076999999999999999,11.0,40.0,0.99780000000000002,3.3900000000000001,0.60999999999999999,10.0,6,red,1.0,0.0
7.7999999999999998,0.56000000000000005,0.12,2.0,0.08199999999999999,7.0,28.0,0.997,3.3700000000000001,0.5,9.4000000000000004,6,red,1.0,0.0
8.8000000000000007,0.55000000000000004,0.040000000000000001,2.2000000000000002,0.11900000000000001,14.0,56.0,0.99619999999999997,3.21,0.59999999999999998,10.9,6,red,1.0,0.0
7.0,0.68999999999999995,0.080000000000000002,1.8,0.096999999999999989,22.0,89.0,0.99590000000000001,3.3399999999999999,0.54000000000000004,9.1999999999999993,6,red,1.0,0.0
7.2999999999999998,1.0700000000000001,0.089999999999999997,1.7,0.17800000000000002,10.0,89.0,0.99619999999999997,3.2999999999999998,0.56999999999999995,9.0,5,red,1.0,0.0
8.8000000000000007,0.55000000000000004,0.040000000000000001,2.2000000000000002,0.11900000000000001,14.0,56.0,0.99619999999999997,3.21,0.59999999999999998,10.9,6,red,1.0,0.0
7.2999999999999998,0.69499999999999995,0.0,2.5,0.074999999999999997,3.0,13.0,0.998,3.4900000000000002,0.52000000000000002,9.1999999999999993,5,red,1.0,0.0
8.0,0.70999999999999996,0.0,2.6000000000000001,0.080000000000000002,11.0,34.0,0.99760000000000004,3.4399999999999999,0.53000000000000003,9.5,5,red,1.0,0.0
7.7999999999999998,0.5,0.17000000000000001,1.6000000000000001,0.08199999999999999,21.0,102.0,0.996,3.3900000000000001,0.47999999999999998,9.5,5,red,1.0,0.0
9.0,0.62,0.040000000000000001,1.8999999999999999,0.14599999999999999,27.0,90.0,0.99839999999999995,3.1600000000000001,0.69999999999999996,9.4000000000000004,5,red,1.0,0.0
8.1999999999999993,1.3300000000000001,0.0,1.7,0.081000000000000003,3.0,12.0,0.99639999999999995,3.5299999999999998,0.48999999999999999,10.9,5,red,1.0,0.0
8.0999999999999996,1.3300000000000001,0.0,1.8,0.08199999999999999,3.0,12.0,0.99639999999999995,3.54,0.47999999999999998,10.9,5,red,1.0,0.0
8.0,0.58999999999999997,0.16,1.8,0.065000000000000002,3.0,16.0,0.99619999999999997,3.4199999999999999,0.92000000000000004,10.5,7,red,1.0,1.0
6.0999999999999996,0.38,0.14999999999999999,1.8,0.072000000000000008,6.0,19.0,0.99550000000000005,3.4199999999999999,0.56999999999999995,9.4000000000000004,5,red,1.0,0.0
8.0,0.745,0.56000000000000005,2.0,0.11800000000000001,30.0,134.0,0.99680000000000002,3.2400000000000002,0.66000000000000003,9.4000000000000004,5,red,1.0,0.0
5.5999999999999996,0.5,0.089999999999999997,2.2999999999999998,0.049000000000000002,17.0,99.0,0.99370000000000003,3.6299999999999999,0.63,13.0,5,red,1.0,0.0
5.5999999999999996,0.5,0.089999999999999997,2.2999999999999998,0.049000000000000002,17.0,99.0,0.99370000000000003,3.6299999999999999,0.63,13.0,5,red,1.0,0.0
6.5999999999999996,0.5,0.01,1.5,0.059999999999999998,17.0,26.0,0.99519999999999997,3.3999999999999999,0.57999999999999996,9.8000000000000007,6,red,1.0,0.0
7.9000000000000004,1.04,0.050000000000000003,2.2000000000000002,0.084000000000000005,13.0,29.0,0.99590000000000001,3.2200000000000002,0.55000000000000004,9.9000000000000004,6,red,1.0,0.0
8.4000000000000004,0.745,0.11,1.8999999999999999,0.089999999999999997,16.0,63.0,0.99650000000000005,3.1899999999999999,0.81999999999999995,9.5999999999999996,5,red,1.0,0.0
8.3000000000000007,0.71499999999999997,0.14999999999999999,1.8,0.08900000000000001,10.0,52.0,0.99680000000000002,3.23,0.77000000000000002,9.5,5,red,1.0,0.0
7.2000000000000002,0.41499999999999998,0.35999999999999999,2.0,0.081000000000000003,13.0,45.0,0.99719999999999998,3.48,0.64000000000000001,9.1999999999999993,5,red,1.0,0.0
7.7999999999999998,0.56000000000000005,0.19,2.1000000000000001,0.081000000000000003,15.0,105.0,0.99619999999999997,3.3300000000000001,0.54000000000000004,9.5,5,red,1.0,0.0
7.7999999999999998,0.56000000000000005,0.19,2.0,0.081000000000000003,17.0,108.0,0.99619999999999997,3.3199999999999998,0.54000000000000004,9.5,5,red,1.0,0.0
8.4000000000000004,0.745,0.11,1.8999999999999999,0.089999999999999997,16.0,63.0,0.99650000000000005,3.1899999999999999,0.81999999999999995,9.5999999999999996,5,red,1.0,0.0
8.3000000000000007,0.71499999999999997,0.14999999999999999,1.8,0.08900000000000001,10.0,52.0,0.99680000000000002,3.23,0.77000000000000002,9.5,5,red,1.0,0.0
5.2000000000000002,0.34000000000000002,0.0,1.8,0.050000000000000003,27.0,63.0,0.99160000000000004,3.6800000000000002,0.79000000000000004,14.0,6,red,1.0,0.0
6.2999999999999998,0.39000000000000001,0.080000000000000002,1.7,0.066000000000000003,3.0,20.0,0.99539999999999995,3.3399999999999999,0.57999999999999996,9.4000000000000004,5,red,1.0,0.0
5.2000000000000002,0.34000000000000002,0.0,1.8,0.050000000000000003,27.0,63.0,0.99160000000000004,3.6800000000000002,0.79000000000000004,14.0,6,red,1.0,0.0
8.0999999999999996,0.67000000000000004,0.55000000000000004,1.8,0.11699999999999999,32.0,141.0,0.99680000000000002,3.1699999999999999,0.62,9.4000000000000004,5,red,1.0,0.0
5.7999999999999998,0.68000000000000005,0.02,1.8,0.086999999999999994,21.0,94.0,0.99439999999999995,3.54,0.52000000000000002,10.0,5,red,1.0,0.0
7.5999999999999996,0.48999999999999999,0.26000000000000001,1.6000000000000001,0.23600000000000002,10.0,88.0,0.99680000000000002,3.1099999999999999,0.80000000000000004,9.3000000000000007,5,red,1.0,0.0
6.9000000000000004,0.48999999999999999,0.10000000000000001,2.2999999999999998,0.07400000000000001,12.0,30.0,0.99590000000000001,3.4199999999999999,0.57999999999999996,10.199999999999999,6,red,1.0,0.0
8.1999999999999993,0.40000000000000002,0.44,2.7999999999999998,0.08900000000000001,11.0,43.0,0.99750000000000005,3.5299999999999998,0.60999999999999999,10.5,6,red,1.0,0.0
7.2999999999999998,0.33000000000000002,0.46999999999999997,2.1000000000000001,0.076999999999999999,5.0,11.0,0.99580000000000002,3.3300000000000001,0.53000000000000003,10.300000000000001,6,red,1.0,0.0
